ID,NAME,CR,TYPE,SIZE,ARMOR_CLASS,HITPOINTS_AVG,HIT_DICE,HITPOINTS_ROLL,SPEED_TYPE,SPEED_WALK,SPEED_FLY,SPEED_SWIM,SPEED_CLIMB,SPEED_BURROW,ALIGNMENT,LEGENDARY,STR,DEX,CON,INT,WIS,CHA,PROF_BONUS,THROW_STR,THROW_DEX,THROW_CON,THROW_INT,THROW_WIS,THROW_CHA,SKILLS,LANGUAGES,SENSES,RANGE_DARKVISION,RANGE_TREMORSENSE,RANGE_BLINDSIGHT,RANGE_TRUESIGHT,SPECIAL_ABILITY_ONE,SPECIAL_ABILITY_ONE_DESC,SPECIAL_ABILITY_TWO,SPECIAL_ABILITY_TWO_DESC,SPECIAL_ABILITY_THREE,SPECIAL_ABILITY_THREE_DESC,SPECIAL_ABILITY_FOUR,SPECIAL_ABILITY_FOUR_DESC,ATTACK_1,ATTACK_1_DESC,ATTACK_2,ATTACK_2_DESC,ATTACK_3,ATTACK_3_DESC,ATTACK_4,ATTACK_4_DESC,ATTACK_5_TYPE,ATTACK_5_DESC,ACTION_LEG,ACTION_LEG1,ACTION_LEG1_DESC,ACTION_LEG2,ACTION_LEG2_DESC,ACTION_LEG3,ACTION_LEG3_DESC,ACTION_LAIR,ACTION_LAIR1,ACTION_LAIR1_DESC,ACTION_LAIR2,ACTION_LAIR2_DESC,ACTION_LAIR3,ACTION_LAIR3_DESC,REGIONALEFFECT,REGIONALEFFECT1,REGIONALEFFECT2,REGIONALEFFECT3,ENDREGIONALEFFECT,ENVIRONMENT,BA1,BA1_DESC,BA2,BA2_DESC,BA3,BA3_DESC,BA4,BA4_DESC,REACTION1,REACTION1_DESC,REACTION2,REACTION2_DESC,REACTION3,REACTION3_DESC,VILL_ACTION,VILL_ACTION1,VILL_ACTION1_DESC,VILL_ACTION2,VILL_ACTION2_DESC,VILL_ACTION3,VILL_ACTION3_DESC,UTILITY_SPELLS,UTILITY_SPELLS_LIST,FEATURE1,FEATURE1_DESC,FEATURE2,FEATURE2_DESC,FEATURE3,FEATURE3_DESC,FEATURE4,FEATURE4_DESC,FEATURE5,FEATURE5_DESC
252,Shambling Mound,5,plant,Large,15,136,16d10,16d10+48,"swim,walk",20,0,20,0,0,unaligned,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"blindsight 60 ft. (blind beyond this radius), passive_perception 10",0,0,60,0,Lightning Absorption,"Whenever the shambling mound is subjected to lightning damage, it takes no damage and regains a number of hit points equal to the lightning damage dealt.",0,0,0,0,0,0,Multiattack,"The shambling mound makes two slam attacks. If both attacks hit a Medium or smaller target, the target is grappled (escape DC 14), and the shambling mound uses its Engulf on it.",Slam,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.",Engulf,"The shambling mound engulfs a Medium or smaller creature grappled by it. The engulfed target is blinded, restrained, and unable to breathe, and it must succeed on a DC 14 Constitution saving throw at the start of each of the mound's turns or take 13 (2d8 + 4) bludgeoning damage. If the mound moves, the engulfed target moves with it. The mound can have only one creature engulfed at a time.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Shield Guardian,7,construct,Large,17,142,15d10,15d10+60,walk,30,0,0,0,0,unaligned,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,understands commands given in any language but can't speak,"blindsight 10 ft., darkvision 60 ft., passive_perception 10",60,0,10,0,Bound,"The shield guardian is magically bound to an amulet. As long as the guardian and its amulet are on the same plane of existence, the amulet's wearer can telepathically call the guardian to travel to it, and the guardian knows the distance and direction to the amulet. If the guardian is within 60 feet of the amulet's wearer, half of any damage the wearer takes (rounded up) is transferred to the guardian.",Regeneration,The shield guardian regains 10 hit points at the start of its turn if it has at least 1 hit. point.,Spell Storing,"A spellcaster who wears the shield guardian's amulet can cause the guardian to store one spell of 4th level or lower. To do so, the wearer must cast the spell on the guardian. The spell has no effect but is stored within the guardian. When commanded to do so by the wearer or when a situation arises that was predefined by the spellcaster, the guardian casts the stored spell with any parameters set by the original caster, requiring no components. When the spell is cast or a new spell is stored, any previously stored spell is lost.",0,0,Multiattack,The guardian makes two fist attacks.,Fist,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Shrieker,0,plant,Medium,5,13,3d8,3d8,walk,0,0,0,0,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"blindsight 30 ft. (blind beyond this radius), passive_perception 6",0,0,30,0,False Appearance,"While the shrieker remains motionless, it is indistinguishable from an ordinary fungus.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Silver Dragon Wyrmling,2,dragon,Medium,17,45,6d8,6d8+18,"fly,walk",30,60,0,0,0,lawful good,0,0,0,0,0,0,0,2,0,2,5,0,2,4,0,Draconic,"blindsight 10 ft., darkvision 60 ft., passive_perception 14",60,0,10,0,0,0,0,0,0,0,0,0,Bite,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (1d10 + 4) piercing damage.",Breath Weapons,"The dragon uses one of the following breath weapons.
Cold Breath. The dragon exhales an icy blast in a 15-foot cone. Each creature in that area must make a DC 13 Constitution saving throw, taking 18 (4d8) cold damage on a failed save, or half as much damage on a successful one.
Paralyzing Breath. The dragon exhales paralyzing gas in a 15-foot cone. Each creature in that area must succeed on a DC 13 Constitution saving throw or be paralyzed for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Skeleton,0.25,undead,Medium,13,13,2d8,2d8+4,walk,30,0,0,0,0,lawful evil,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,understands all languages it spoke in life but can't speak,"darkvision 60 ft., passive_perception 9",60,0,0,0,0,0,0,0,0,0,0,0,Shortsword,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",Shortbow,"Ranged Weapon Attack: +4 to hit, range 80/320 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Solar,21,celestial,Large,21,243,18d10,18d10+144,"fly,walk",50,150,0,0,0,lawful good,0,0,0,0,0,0,0,7,0,0,0,14,14,17,0,"all, telepathy 120 ft.","truesight 120 ft., passive_perception 24",0,0,0,120,Angelic Weapons,"The solar's weapon attacks are magical. When the solar hits with any weapon, the weapon deals an extra 6d8 radiant damage (included in the attack).",Divine Awareness,The solar knows if it hears a lie.,Innate Spellcasting,"The solar's spell casting ability is Charisma (spell save DC 25). It can innately cast the following spells, requiring no material components:
At will: detect evil and good, invisibility (self only)
3/day each: blade barrier, dispel evil and good, resurrection
1/day each: commune, control weather",Magic Resistance,The solar has advantage on saving throws against spells and other magical effects.,Multiattack,The solar makes two greatsword attacks.,Greatsword,"Melee Weapon Attack: +15 to hit, reach 5 ft., one target. Hit: 22 (4d6 + 8) slashing damage plus 27 (6d8) radiant damage.",Slaying Longbow,"Ranged Weapon Attack: +13 to hit, range 150/600 ft., one target. Hit: 15 (2d8 + 6) piercing damage plus 27 (6d8) radiant damage. If the target is a creature that has 190 hit points or fewer, it must succeed on a DC 15 Constitution saving throw or die.",Flying Sword,"The solar releases its greatsword to hover magically in an unoccupied space within 5 ft. of it. If the solar can see the sword, the solar can mentally command it as a bonus action to fly up to 50 ft. and either make one attack against a target or return to the solar's hands. If the hovering sword is targeted by any effect, the solar is considered to be holding it. The hovering sword falls if the solar dies.",Healing Touch,"The solar touches another creature. The target magically regains 40 (8d8 + 4) hit points and is freed from any curse, disease, poison, blindness, or deafness.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Specter,1,undead,Medium,12,22,5d8,5d8,"fly,hover,walk",0,50,0,0,0,chaotic evil,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,understands all languages it knew in life but can't speak,"darkvision 60 ft., passive_perception 10",60,0,0,0,Incorporeal Movement,The specter can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.,Sunlight Sensitivity,"While in sunlight, the specter has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.",0,0,0,0,Life Drain,"Melee Spell Attack: +4 to hit, reach 5 ft., one creature. Hit: 10 (3d6) necrotic damage. The target must succeed on a DC 10 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the creature finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Spider,0,beast,Tiny,12,1,1d4,1d4-1,"climb,walk",20,0,0,20,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"darkvision 30 ft., passive_perception 12",30,0,0,0,Spider Climb,"The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",Web Sense,"While in contact with a web, the spider knows the exact location of any other creature in contact with the same web.",Web Walker,The spider ignores movement restrictions caused by webbing.,0,0,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 1 piercing damage, and the target must succeed on a DC 9 Constitution saving throw or take 2 (1d4) poison damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Spirit Naga,8,monstrosity,Large,15,75,10d10,10d10+20,walk,40,0,0,0,0,chaotic evil,0,0,0,0,0,0,0,3,0,6,5,0,5,6,0,"Abyssal, Common","darkvision 60 ft., passive_perception 12",60,0,0,0,Rejuvenation,"If it dies, the naga returns to life in 1d6 days and regains all its hit points. Only a wish spell can prevent this trait from functioning.",Spellcasting,"The naga is a 10th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 14, +6 to hit with spell attacks), and it needs only verbal components to cast its spells. It has the following wizard spells prepared:

- Cantrips (at will): mage hand, minor illusion, ray of frost
- 1st level (4 slots): charm person, detect magic, sleep
- 2nd level (3 slots): detect thoughts, hold person
- 3rd level (3 slots): lightning bolt, water breathing
- 4th level (3 slots): blight, dimension door
- 5th level (2 slots): dominate person",0,0,0,0,Bite,"Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. Hit: 7 (1d6 + 4) piercing damage, and the target must make a DC 13 Constitution saving throw, taking 31 (7d8) poison damage on a failed save, or half as much damage on a successful one.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Sprite,0.25,fey,Tiny,15,2,1d4,1d4,"fly,walk",10,40,0,0,0,neutral good,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"Common, Elvish, Sylvan",passive_perception 13,0,0,0,0,0,0,0,0,0,0,0,0,Longsword,"Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 1 slashing damage.",Shortbow,"Ranged Weapon Attack: +6 to hit, range 40/160 ft., one target. Hit: 1 piercing damage, and the target must succeed on a DC 10 Constitution saving throw or become poisoned for 1 minute. If its saving throw result is 5 or lower, the poisoned target falls unconscious for the same duration, or until it takes damage or another creature takes an action to shake it awake.",Heart Sight,"The sprite touches a creature and magically knows the creature's current emotional state. If the target fails a DC 10 Charisma saving throw, the sprite also knows the creature's alignment. Celestials, fiends, and undead automatically fail the saving throw.",Invisibility,"The sprite magically turns invisible until it attacks or casts a spell, or until its concentration ends (as if concentrating on a spell). Any equipment the sprite wears or carries is invisible with it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Spy,1,humanoid,Medium,12,27,6d8,6d8,walk,30,0,0,0,0,any alignment,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,any two languages,passive_perception 16,0,0,0,0,Cunning Action,"On each of its turns, the spy can use a bonus action to take the Dash, Disengage, or Hide action.",Sneak Attack (1/Turn),"The spy deals an extra 7 (2d6) damage when it hits a target with a weapon attack and has advantage on the attack roll, or when the target is within 5 ft. of an ally of the spy that isn't incapacitated and the spy doesn't have disadvantage on the attack roll.",0,0,0,0,Multiattack,The spy makes two melee attacks.,Shortsword,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",Hand Crossbow,"Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Steam Mephit,0.25,elemental,Small,10,21,6d6,6d6,"fly,walk",30,30,0,0,0,neutral evil,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"Aquan, Ignan","darkvision 60 ft., passive_perception 10",60,0,0,0,Death Burst,"When the mephit dies, it explodes in a cloud of steam. Each creature within 5 ft. of the mephit must succeed on a DC 10 Dexterity saving throw or take 4 (1d8) fire damage.",Innate Spellcasting,"The mephit can innately cast blur, requiring no material components. Its innate spellcasting ability is Charisma.",0,0,0,0,Claws,"Melee Weapon Attack: +2 to hit, reach 5 ft., one creature. Hit: 2 (1d4) slashing damage plus 2 (1d4) fire damage.",Steam Breath,"The mephit exhales a 15-foot cone of scalding steam. Each creature in that area must succeed on a DC 10 Dexterity saving throw, taking 4 (1d8) fire damage on a failed save, or half as much damage on a successful one.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Stirge,0.125,beast,Tiny,14,2,1d4,1d4,"fly,walk",10,40,0,0,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive_perception 9",60,0,0,0,0,0,0,0,0,0,0,0,Blood Drain,"Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 5 (1d4 + 3) piercing damage, and the stirge attaches to the target. While attached, the stirge doesn't attack. Instead, at the start of each of the stirge's turns, the target loses 5 (1d4 + 3) hit points due to blood loss.
The stirge can detach itself by spending 5 feet of its movement. It does so after it drains 10 hit points of blood from the target or the target dies. A creature, including the target, can use its action to detach the stirge.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Stone Giant,7,giant,Huge,17,126,11d12,11d12+55,walk,40,0,0,0,0,neutral,0,0,0,0,0,0,0,3,0,5,8,0,4,0,0,Giant,"darkvision 60 ft., passive_perception 14",60,0,0,0,Stone Camouflage,The giant has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.,0,0,0,0,0,0,Multiattack,The giant makes two greatclub attacks.,Greatclub,"Melee Weapon Attack: +9 to hit, reach 15 ft., one target. Hit: 19 (3d8 + 6) bludgeoning damage.",Rock,"Ranged Weapon Attack: +9 to hit, range 60/240 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage. If the target is a creature, it must succeed on a DC 17 Strength saving throw or be knocked prone.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Stone Golem,10,construct,Large,17,178,17d10,17d10+85,walk,30,0,0,0,0,unaligned,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,understands the languages of its creator but can't speak,"darkvision 120 ft., passive_perception 10",120,0,0,0,Immutable Form,The golem is immune to any spell or effect that would alter its form.,Magic Resistance,The golem has advantage on saving throws against spells and other magical effects.,Magic Weapons,The golem's weapon attacks are magical.,0,0,Multiattack,The golem makes two slam attacks.,Slam,"Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 19 (3d8 + 6) bludgeoning damage.",Slow,"The golem targets one or more creatures it can see within 10 ft. of it. Each target must make a DC 17 Wisdom saving throw against this magic. On a failed save, a target can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the target can take either an action or a bonus action on its turn, not both. These effects last for 1 minute. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Storm Giant,13,giant,Huge,16,230,20d12,20d12+100,"swim,walk",50,0,50,0,0,chaotic good,0,0,0,0,0,0,0,5,14,0,10,0,9,9,0,"Common, Giant",passive_perception 19,0,0,0,0,Amphibious,The giant can breathe air and water.,Innate Spellcasting,"The giant's innate spellcasting ability is Charisma (spell save DC 17). It can innately cast the following spells, requiring no material components:

At will: detect magic, feather fall, levitate, light
3/day each: control weather, water breathing",0,0,0,0,Multiattack,The giant makes two greatsword attacks.,Greatsword,"Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 30 (6d6 + 9) slashing damage.",Rock,"Ranged Weapon Attack: +14 to hit, range 60/240 ft., one target. Hit: 35 (4d12 + 9) bludgeoning damage.",Lightning Strike,"The giant hurls a magical lightning bolt at a point it can see within 500 feet of it. Each creature within 10 feet of that point must make a DC 17 Dexterity saving throw, taking 54 (12d8) lightning damage on a failed save, or half as much damage on a successful one.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Succubus/Incubus,4,fiend,Medium,15,66,12d8,12d8+12,"fly,walk",30,60,0,0,0,neutral evil,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"Abyssal, Common, Infernal, telepathy 60 ft.","darkvision 60 ft., passive_perception 15",60,0,0,0,Telepathic Bond,The fiend ignores the range restriction on its telepathy when communicating with a creature it has charmed. The two don't even need to be on the same plane of existence.,Shapechanger,"The fiend can use its action to polymorph into a Small or Medium humanoid, or back into its true form. Without wings, the fiend loses its flying speed. Other than its size and speed, its statistics are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.",0,0,0,0,Claw (Fiend Form Only),"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.",Charm,"One humanoid the fiend can see within 30 feet of it must succeed on a DC 15 Wisdom saving throw or be magically charmed for 1 day. The charmed target obeys the fiend's verbal or telepathic commands. If the target suffers any harm or receives a suicidal command, it can repeat the saving throw, ending the effect on a success. If the target successfully saves against the effect, or if the effect on it ends, the target is immune to this fiend's Charm for the next 24 hours.
The fiend can have only one target charmed at a time. If it charms another, the effect on the previous target ends.",Draining Kiss,"The fiend kisses a creature charmed by it or a willing creature. The target must make a DC 15 Constitution saving throw against this magic, taking 32 (5d10 + 5) psychic damage on a failed save, or half as much damage on a successful one. The target's hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.",Etherealness,"The fiend magically enters the Ethereal Plane from the Material Plane, or vice versa.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Swarm of Bats,0.25,swarm of Tiny beasts,Medium,12,22,5d8,5d8,"fly,walk",0,30,0,0,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"blindsight 60 ft., passive_perception 11",0,0,60,0,Echolocation,The swarm can't use its blindsight while deafened.,Keen Hearing,The swarm has advantage on Wisdom (Perception) checks that rely on hearing.,Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny bat. The swarm can't regain hit points or gain temporary hit points.",0,0,Bites,"Melee Weapon Attack: +4 to hit, reach 0 ft., one creature in the swarm's space. Hit: 5 (2d4) piercing damage, or 2 (1d4) piercing damage if the swarm has half of its hit points or fewer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Swarm of Beetles,0.5,swarm of Tiny beasts,Medium,12,22,5d8,5d8,"burrow,climb,walk",20,0,0,20,5,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"blindsight 10 ft., passive_perception 8",0,0,10,0,Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.",0,0,0,0,0,0,Bites,"Melee Weapon Attack: +3 to hit, reach 0 ft., one target in the swarm's space. Hit: 10 (4d4) piercing damage, or 5 (2d4) piercing damage if the swarm has half of its hit points or fewer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Swarm of Centipedes,0.5,swarm of Tiny beasts,Medium,12,22,5d8,5d8,"climb,walk",20,0,0,20,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"blindsight 10 ft., passive_perception 8",0,0,10,0,Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.",0,0,0,0,0,0,Bites,"Melee Weapon Attack: +3 to hit, reach 0 ft., one target in the swarm's space. Hit: 10 (4d4) piercing damage, or 5 (2d4) piercing damage if the swarm has half of its hit points or fewer.
A creature reduced to 0 hit points by a swarm of centipedes is stable but poisoned for 1 hour, even after regaining hit points, and paralyzed while poisoned in this way.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Swarm of Insects,0.5,swarm of Tiny beasts,Medium,12,22,5d8,5d8,"climb,walk",20,0,0,20,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"blindsight 10 ft., passive_perception 8",0,0,10,0,Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.",0,0,0,0,0,0,Bites,"Melee Weapon Attack: +3 to hit, reach 0 ft., one target in the swarm's space. Hit: 10 (4d4) piercing damage, or 5 (2d4) piercing damage if the swarm has half of its hit points or fewer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Swarm of Poisonous Snakes,2,swarm of Tiny beasts,Medium,14,36,8d8,8d8,"swim,walk",30,0,30,0,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"blindsight 10 ft., passive_perception 10",0,0,10,0,Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny snake. The swarm can't regain hit points or gain temporary hit points.",0,0,0,0,0,0,Bites,"Melee Weapon Attack: +6 to hit, reach 0 ft., one creature in the swarm's space. Hit: 7 (2d6) piercing damage, or 3 (1d6) piercing damage if the swarm has half of its hit points or fewer. The target must make a DC 10 Constitution saving throw, taking 14 (4d6) poison damage on a failed save, or half as much damage on a successful one.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Swarm of Quippers,1,swarm of Tiny beasts,Medium,13,28,8d8,8d8-8,"swim,walk",0,0,40,0,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive_perception 8",60,0,0,0,Blood Frenzy,The swarm has advantage on melee attack rolls against any creature that doesn't have all its hit points.,Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny quipper. The swarm can't regain hit points or gain temporary hit points.",Water Breathing,The swarm can breathe only underwater.,0,0,Bites,"Melee Weapon Attack: +5 to hit, reach 0 ft., one creature in the swarm's space. Hit: 14 (4d6) piercing damage, or 7 (2d6) piercing damage if the swarm has half of its hit points or fewer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Swarm of Rats,0.25,swarm of Tiny beasts,Medium,10,24,7d8,7d8-7,walk,30,0,0,0,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"darkvision 30 ft., passive_perception 10",30,0,0,0,Keen Smell,The swarm has advantage on Wisdom (Perception) checks that rely on smell.,Swarm,"The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny rat. The swarm can't regain hit points or gain temporary hit points.",0,0,0,0,Bites,"Melee Weapon Attack: +2 to hit, reach 0 ft., one target in the swarm's space. Hit: 7 (2d6) piercing damage, or 3 (1d6) piercing damage if the swarm has half of its hit points or fewer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
